,accuracy,formatted_address,google_place_id,input_string,lat,lng,number_of_results,postcode,status,type
595,GEOMETRIC_CENTER,"Manchester & Canterbury, Aurora, OH 44202, USA",Ei5NYW5jaGVzdGVyICYgQ2FudGVyYnVyeSwgQXVyb3JhLCBPSCA0NDIwMiwgVVNB,Manchester and Canterbury,41.320495,-81.3501844,1,44202,OK,intersection
596,ROOFTOP,"6700 Topanga Canyon Blvd, Canoga Park, CA 91303, USA",ChIJlSKZHz2cwoARU9wK84Jbqbk,Topanga mall / target side,34.191843,-118.602589,1,91303,OK,"clothing_store,department_store,electronics_store,establishment,food,furniture_store,grocery_or_supermarket,home_goods_store,point_of_interest,store"
597,APPROXIMATE,"Southend-on-Sea, UK",ChIJPTV1hQXE2EcRK0P6hipgqqw,Southend,51.5459269,0.7077123,1,,OK,"locality,political"
598,APPROXIMATE,"San Francisco, CA, USA",ChIJIQBpAG2ahYAR_6128GcTUEo,San Francisco ,37.7749295,-122.4194155,1,,OK,"locality,political"
599,APPROXIMATE,"Nan, Thailand",ChIJu20dDgmOJzERwJWGOLGCgAs,,18.7756318,100.7730417,1,,OK,"administrative_area_level_1,political"
600,APPROXIMATE,"Ayr, UK",ChIJhV6xcNBwYkgR4LVCBhpoDAU,Ayr Scotland,55.458564,-4.629179,1,,OK,"locality,political"
601,APPROXIMATE,"Nan, Thailand",ChIJu20dDgmOJzERwJWGOLGCgAs,,18.7756318,100.7730417,1,,OK,"administrative_area_level_1,political"
602,,,,??,,,0,,ZERO_RESULTS,
603,APPROXIMATE,"Ringwood VIC 3134, Australia",ChIJ22orkgk81moRkNeMIXVWBAU,"Australia, Ringwood",-37.8114,145.2306,1,3134,OK,"locality,political"
604,,,,"Near Illawara Crescent North and Alexander Drive lights, Ballajura, Western Australia.",,,0,,ZERO_RESULTS,
605,APPROXIMATE,"Exeter, UK",ChIJp41J1MRSbEgRHq3fayXjdqk,"Exeter, England",50.718412,-3.533899,1,,OK,"locality,political"
606,APPROXIMATE,"Prospect Lefferts Gardens, Brooklyn, NY, USA",ChIJe-VcEWpbwokRViSBhgVp6sE,"Propsect Lefferts Garden, Brooklyn, NY",40.6590448,-73.9506774,1,,OK,"neighborhood,political"
607,APPROXIMATE,"Manila, Metro Manila, Philippines",ChIJi8MeVwPKlzMRH8FpEHXV0Wk,"Manila, Philippines",14.5995124,120.9842195,1,,OK,"locality,political"
608,ROOFTOP,"285 Boston Ave, Medford, MA 02155, USA",ChIJ1bnrV-h244kRYHIj36lXQwk,MEDFORD MASS  AT VARITY C BOSTON AVE ,42.4127947,-71.1239515,1,2155,OK,"convenience_store,establishment,food,point_of_interest,store"
609,ROOFTOP,"Canada, 1287 N Service Rd, Mississauga, ON L4Y 1A9, Canada",ChIJoaffotxHK4gRH4D10Wq4ocs,Canada/walking dog on road,43.5959107,-79.5703455,1,L4Y 1A9,OK,"establishment,point_of_interest"
610,APPROXIMATE,Sweden,ChIJ8fA1bTmyXEYRYm-tjaLruCI,Sweden,60.128161,18.643501,1,,OK,"country,political"
611,APPROXIMATE,"Nan, Thailand",ChIJu20dDgmOJzERwJWGOLGCgAs,,18.7756318,100.7730417,1,,OK,"administrative_area_level_1,political"
612,APPROXIMATE,"Nan, Thailand",ChIJu20dDgmOJzERwJWGOLGCgAs,,18.7756318,100.7730417,1,,OK,"administrative_area_level_1,political"
613,APPROXIMATE,"Nan, Thailand",ChIJu20dDgmOJzERwJWGOLGCgAs,,18.7756318,100.7730417,1,,OK,"administrative_area_level_1,political"
614,ROOFTOP,"400 Ernest W Barrett Pkwy NW, Kennesaw, GA 30144, USA",ChIJXyRDoNgU9YgRcFBzM3vZc7c,In the mall and in town,34.0176385,-84.564278,1,30144,OK,"establishment,point_of_interest,shopping_mall"
615,APPROXIMATE,"Brooklyn, NY, USA",ChIJCSF8lBZEwokRhngABHRcdoI,Brooklyn NY,40.6781784,-73.9441579,1,,OK,"political,sublocality,sublocality_level_1"
616,APPROXIMATE,"Brooklyn, NY, USA",ChIJCSF8lBZEwokRhngABHRcdoI,Brooklyn NY,40.6781784,-73.9441579,1,,OK,"political,sublocality,sublocality_level_1"
617,APPROXIMATE,"Nan, Thailand",ChIJu20dDgmOJzERwJWGOLGCgAs,,18.7756318,100.7730417,1,,OK,"administrative_area_level_1,political"
618,APPROXIMATE,"Nan, Thailand",ChIJu20dDgmOJzERwJWGOLGCgAs,,18.7756318,100.7730417,1,,OK,"administrative_area_level_1,political"
619,APPROXIMATE,"New Jersey, USA",ChIJn0AAnpX7wIkRjW0_-Ad70iw,NJ,40.0583238,-74.4056612,1,,OK,"administrative_area_level_1,political"
620,ROOFTOP,"7538 San Pedro Ave, San Antonio, TX 78216, USA",ChIJRbAqpAlgXIYR9U9pdngtiJA,San Antonio via bus station ,29.5194227,-98.498456,1,78216,OK,"bus_station,establishment,point_of_interest,transit_station"
621,GEOMETRIC_CENTER,"Carrer del Dr. Vila Barberà, 46007 València, Valencia, Spain",ChIJt0qxKTRPYA0RP98KB73tIRI,"California, Scotland, Spain, Thailand - street, parking lot, ",39.4620728,-0.3794517,2,46007,OK,"establishment,parking,point_of_interest"
622,ROOFTOP,"1052 Turf Farm Rd, Payson, UT 84651, USA",ChIJkytbJCmkTYcR1Hu6xv3tNxQ,"Wal-mart, Payson, UT",40.0278287,-111.7566484,1,84651,OK,"department_store,electronics_store,establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket"
623,APPROXIMATE,"Wokingham, UK",ChIJS0UZ1VSAdkgRwsB_B642Gq0,"Wokingham, UK",51.410457,-0.833861,1,,OK,"locality,political"
624,APPROXIMATE,"Wisconsin, USA",ChIJr-OEkw_0qFIR1kmG-LjV1fI,Wisconsin ,43.7844397,-88.7878678,1,,OK,"administrative_area_level_1,political"
625,ROOFTOP,"19350 NW Emma Way, Hillsboro, OR 97124, USA",ChIJNRhYW28PlVQRdP_WG2hVNcE,"It's still happening! On the streets and stores of Hillsboro, oregon. ",45.5366498,-122.8781933,1,97124,OK,"establishment,point_of_interest,shopping_mall"
626,APPROXIMATE,"Bradenton Beach, FL 34217, USA",ChIJpwaVMUgRw4gRSQam3Aqq6d0,Bradenton Beach,27.4682549,-82.6993631,1,34217,OK,"locality,political"
627,APPROXIMATE,India,ChIJkbeSa_BfYzARphNChaFPjNc,India,20.593684,78.96288,1,,OK,"country,political"
628,GEOMETRIC_CENTER,"Oblong Park, Oblong, IL 62449, USA",ChIJpcT0cPtAcogR1AK7TBE0Gxc,Oblong Illinois City Park,39.0044045,-87.9019109,1,62449,OK,"establishment,park,point_of_interest,premise"
629,RANGE_INTERPOLATED,"10014 West Side Hwy, Lost Hills, CA 93249, USA",Ei4xMDAxNCBXZXN0IFNpZGUgSHd5LCBMb3N0IEhpbGxzLCBDQSA5MzI0OSwgVVNB,10014 west side highway,35.6888722,-119.9175345,1,93249,OK,street_address
630,APPROXIMATE,"Handsworth, Birmingham, UK",ChIJrXG_1NSicEgRdYdL-SlaBxk,"Handsworth, Birmingham, UK",52.5143881,-1.9392497,1,,OK,"political,sublocality,sublocality_level_1"
631,ROOFTOP,"1998 N High St, Columbus, OH 43201, USA",ChIJBxcvhbuOOIgRlB-QJRQ_byk,"Columbus, OH, USA Buckeye Donuts",40.0030561,-83.0084152,2,43201,OK,"bakery,cafe,establishment,food,point_of_interest,restaurant,store"
632,APPROXIMATE,"Sunnyvale, CA, USA",ChIJO13QqUW2j4ARosN83Sb7jXY,"Sunnyvale, CA",37.36883,-122.0363496,1,,OK,"locality,political"
633,ROOFTOP,"1014 Gillespie St, Fayetteville, NC 28306, USA",ChIJieEwqCETq4kRQfAUT3zMltA,NC/Cumberland County School Bus,35.03527,-78.8864329,1,28306,OK,"establishment,point_of_interest"
634,APPROXIMATE,Pakistan,ChIJH3X9-NJS2zgRXJIU5veht0Y,Pakistan,30.375321,69.345116,1,,OK,"country,political"
635,ROOFTOP,"3726 Lake St Suite F, Homer, AK 99603, USA",ChIJI075I4wtwVYRHrfw2VhqsA0,Homer/Alaska/United States in a store,59.6443135,-151.5242609,1,99603,OK,"electronics_store,establishment,point_of_interest,store"
636,ROOFTOP,"1376 Wellington Rd, London, ON N6E 1M7, Canada",ChIJDY-IjJrzLogRvK58pySDGSk,"London, Ontario, Canada, Wendy's.",42.9269133,-81.2170975,1,N6E 1M7,OK,"establishment,food,point_of_interest,restaurant"
637,GEOMETRIC_CENTER,"Atlantic Ave, Queens, NY, USA",Eh1BdGxhbnRpYyBBdmUsIFF1ZWVucywgTlksIFVTQQ,"Brooklyn/NY/USA, Atlantic Avenue",40.6778021,-73.9358343,1,,OK,route
638,APPROXIMATE,"Albany, NY, USA",ChIJS_tPzDQK3okRxCjnoBJjoeE,"Albany, NY, USA",42.6525793,-73.7562317,1,,OK,"locality,political"
639,GEOMETRIC_CENTER,"Valentines Park, Cranbrook Rd, Ilford IG1 4UA, UK",ChIJESED15Km2EcR3SsqFEZQaUs,Valentine's park Gants hill,51.5700518,0.0710868,1,IG1 4UA,OK,"establishment,park,point_of_interest"
640,APPROXIMATE,"Newcastle upon Tyne, UK",ChIJzWRvDH6FfUgRkWGncrBS4gs,"Newcastle, United Kingdom",54.978252,-1.61778,1,,OK,"locality,political"
641,APPROXIMATE,"Pennsylvania, USA",ChIJieUyHiaALYgRPbQiUEchRsI,Pennsylvania,41.2033216,-77.1945247,1,,OK,"administrative_area_level_1,political"
642,APPROXIMATE,"Nan, Thailand",ChIJu20dDgmOJzERwJWGOLGCgAs,,18.7756318,100.7730417,1,,OK,"administrative_area_level_1,political"
643,APPROXIMATE,"Downtown, Grand Rapids, MI 49503, USA",ChIJO3i0nMOtGYgRxvEDv6D3izo,"Downtown Grand Rapids, MI ",42.9597268,-85.6717405,1,49503,OK,"neighborhood,political"
644,APPROXIMATE,"Heidelberg, Germany",ChIJzdzMDgXBl0cR1zokRADq5u8,Heidelberg,49.3987524,8.6724335,1,,OK,"locality,political"
645,ROOFTOP,"710 Santa Monica Blvd, Santa Monica, CA 90401, USA",ChIJxzgULMykwoARqCEz2wWVCxc,my neighborhood,34.0188564,-118.4917947,1,90401,OK,"establishment,point_of_interest"
646,APPROXIMATE,"Fernhill Heath, Worcester WR3, UK",ChIJGcCjZ73xcEgRs1c_s8a6ZJA,"Fernhill Heath, Worcester, UK. ",52.231537,-2.192295,1,WR3,OK,"locality,political"
647,APPROXIMATE,"Quito, Ecuador",ChIJn3xCAkCa1ZERclXvWOGRuUQ,Quito-Ecuador.,-0.1806532,-78.4678382,1,,OK,"locality,political"
648,APPROXIMATE,United States,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,USA,37.09024,-95.712891,1,,OK,"country,political"
649,GEOMETRIC_CENTER,"Phoenix, AZ 85013, USA",ChIJD4OASMASK4cRYJrvOFO3vfU,"Phoenix, central and Camelback light rail",33.5088595,-112.0739331,1,85013,OK,"bus_station,establishment,point_of_interest,transit_station"
650,APPROXIMATE,"El Monte, CA, USA",ChIJ79D2Y6TQwoARTTewpY4BD2s,"El Monte, CA",34.0686206,-118.0275667,1,,OK,"locality,political"
651,APPROXIMATE,"Quitman, MS 39355, USA",ChIJlXeHssKehIgRZjRLP_5PIxU," Quitman, MS United State",32.0401499,-88.7281,1,39355,OK,"locality,political"
652,ROOFTOP,"139 Pine Brook Rd, Manalapan Township, NJ 07726, USA",ChIJxTb-pxPRw4kR1QDbLmGiOaw,country roads ,40.3171941,-74.3386683,1,7726,OK,"establishment,point_of_interest"
653,ROOFTOP,"8100 Fenton St, Silver Spring, MD 20910, USA",ChIJmaMQ8bzIt4kR4Qk3vJ8Vm-c,S9 bus stop in Silver Spring,38.9904961,-77.0243042,1,20910,OK,"establishment,point_of_interest"
654,GEOMETRIC_CENTER,"Astor Pl, New York, NY 10003, USA",ChIJl6u-sZtZwokRlY016djKNJQ,Astor place NYC ,40.7298544,-73.9913978,1,10003,OK,route
655,APPROXIMATE,"Austin, TX, USA",ChIJLwPMoJm1RIYRetVp1EtGm10,"Austin, TX, USA ",30.267153,-97.7430608,1,,OK,"locality,political"
656,GEOMETRIC_CENTER,"Palm Beach State College Dr, Boca Raton, FL 33431, USA",ChIJq1mL_B0e2YgR-Q9xJds7jQE,"Palm Beach State College, Boca Raton, FL",26.3761993,-80.0989203,1,33431,OK,route
657,GEOMETRIC_CENTER,"Holly Ln, Tonawanda, NY 14150, USA",ChIJCw0s1P9t04kRpRC2KuuWfr4,"Holly St. City of Tonawanda, Buffalo,New York. U.S.A.",43.0144767,-78.8409281,1,14150,OK,route
658,GEOMETRIC_CENTER,"4th St, Bremerton, WA, USA",ChIJZ0A32HY3kFQRXrXmhzTr4nE,"4th Street, Bremerton Washington",47.5657961,-122.6365023,1,,OK,route
659,ROOFTOP,"1065 6th Ave, New York, NY 10018, USA",ChIJ5VBS5qpZwokRYoNkG8OVVb0,Barilla Restaurants https://www.yelp.com/biz/barilla-restaurants-new-york-6,40.7539086,-73.985034,1,10018,OK,"establishment,food,point_of_interest,restaurant"
660,ROOFTOP,"6 E 6th St, Lawrence, KS 66044, USA",ChIJYTVfXCBvv4cR4lI-bXfYkzo,Bus stop,38.973212,-95.2357094,1,66044,OK,"bus_station,establishment,point_of_interest,transit_station"
661,APPROXIMATE,"Union Square, New York, NY 10003, USA",ChIJi6oUnphZwokRpMog28mvAM0,NYC - Union Square,40.7358633,-73.9910835,1,10003,OK,"neighborhood,political"
662,APPROXIMATE,"Griffin, GA, USA",ChIJEdPOnG2K9IgRWvJ8s_Yrh8Y,"Griffin, Georgia",33.2467807,-84.2640904,1,,OK,"locality,political"
663,ROOFTOP,"Beursstraat 11-19, 1012 JT Amsterdam, Netherlands",ChIJa63SZLgJxkcRik7veCgZOpU,"Amsterdam city center, Haarlem station and city center",52.375015,4.897043,1,1012 JT,OK,"establishment,lodging,point_of_interest"
664,ROOFTOP,"3683 Eva Rd, Eva, AL 35621, USA",ChIJ1z9vae3QiYgRpFxX63zAVLI,On my way home from school,34.3422209,-86.7634258,1,35621,OK,"establishment,point_of_interest,school"
665,ROOFTOP,"3865 N Wickham Rd, Melbourne, FL 32935, USA",ChIJc0YBfn4F3ogRQrTETVk8b1g,"Melbourne, Florida at Eastern Florida State College ",28.169954,-80.6708733,1,32935,OK,"establishment,point_of_interest,university"
666,ROOFTOP,"504 St Clair Ave W, Toronto, ON M6C 1A2, Canada",ChIJIReWzH0zK4gR7Z5PGqjSz1c,"Toronto, Ontario, 504 St Clair Ave W, Toronto, ON M6C 1A2",43.6833399,-79.418756,1,M6C 1A2,OK,street_address
667,APPROXIMATE,"Bandar Bayan Baru, 11900 Bayan Lepas, Pulau Pinang, Malaysia",ChIJxSXXVnLASjARgvNAH9nYURw,"Bayan baru, Penang, Malaysia",5.3158246,100.2856038,1,11900,OK,"political,sublocality,sublocality_level_1"
668,GEOMETRIC_CENTER,"Hanger Ln, London W5, UK",ChIJJXw9uQUSdkgRg3q0mmYFlZc,Hanger Lane road ,51.5213303,-0.2915052,1,W5,OK,route
669,,,,Throughout Japan,,,0,,ZERO_RESULTS,
670,APPROXIMATE,"Paris, France",ChIJD7fiBh9u5kcRYJSMaMOCCwQ,"Paris, France",48.856614,2.3522219,1,,OK,"locality,political"
671,APPROXIMATE,"Capitol Hill, Washington, DC, USA",ChIJmZaX9TK4t4kRnP6quyxTrws,Washington DC capitol hill neighboirhood,38.8860434,-76.999525,1,,OK,"neighborhood,political"
672,APPROXIMATE,"Stamford, CT, USA",ChIJC7zHsmShwokRbrc0nIuGQ4c,Stamford,41.0534302,-73.5387341,1,,OK,"locality,political"
673,GEOMETRIC_CENTER,"Abandoned Rd, Wyoming, USA",ChIJ4al0MtG8V4cR9vrMjNAn8MY,Deserted street,42.7794097,-110.0030487,9,,OK,route
674,APPROXIMATE,"Long Island, New York, USA",ChIJy6Xu4VRE6IkRGA2UhmH59x0,Long Island NY,40.789142,-73.134961,1,,OK,"establishment,natural_feature"
675,APPROXIMATE,United States,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,USA,37.09024,-95.712891,1,,OK,"country,political"
676,APPROXIMATE,"London, UK",ChIJdd4hrwug2EcRmSrV3Vo6llI,London,51.5073509,-0.1277583,1,,OK,"locality,political"
677,ROOFTOP,"800 S Wells St, Chicago, IL 60607, USA",ChIJjwz9IJQsDogRfohLQDopyuk,"Chicago, IL in the Loop outside a convenience store in a very busy business district. ",41.8713527,-87.6343066,1,60607,OK,"convenience_store,establishment,food,grocery_or_supermarket,liquor_store,point_of_interest,store"
678,ROOFTOP,"Wynwood Walls, 2520 NW 2nd Ave, Miami, FL 33127, USA",ChIJ98BffLK22YgRsymdIvOgjNA,"Wynwood area, Miami. Near the Wynwood walls walk entrance",25.8011729,-80.2002305,1,33127,OK,"establishment,museum,park,point_of_interest"
679,APPROXIMATE,"London, UK",ChIJdd4hrwug2EcRmSrV3Vo6llI,London,51.5073509,-0.1277583,1,,OK,"locality,political"
680,APPROXIMATE,"Pittsburgh, PA, USA",ChIJA4UGSG_xNIgRNBuiWqEV-Y0,Pittsburgh,40.4406248,-79.9958864,1,,OK,"locality,political"
681,GEOMETRIC_CENTER,"Northumberland Rd, Maidstone ME15, UK",ChIJvYKgRfAx30cRwMQqk9ctjjc,"Maidstone, Kent, Britain, Northumberlend road",51.2529895,0.5471964,1,ME15,OK,route
682,ROOFTOP,"135-10 Jamaica Ave, Richmond Hill, NY 11418, USA",ChIJJaS_5cdgwokRhAkTOd6a-Xs,"Royal taxi and limo services at richmond hill, New York ",40.7023095,-73.8173034,1,11418,OK,"establishment,point_of_interest"
683,APPROXIMATE,"New York, NY, USA",ChIJOwg_06VPwokRYv534QaPC8g,New York ,40.7127753,-74.0059728,1,,OK,"locality,political"
684,APPROXIMATE,"Uptown, Dallas, TX, USA",ChIJkco26yyZToYRxpHfXQpOyNY,"Uptown Dallas, TX",32.8015565,-96.8002704,1,,OK,"neighborhood,political"
685,ROOFTOP,"1335 E 5th Ave, Emporia, KS 66801, USA",ChIJ3aeh56tOuYcREvjTN2uJBXs,Street ,38.403528,-96.1574909,1,66801,OK,"establishment,point_of_interest"
686,APPROXIMATE,"Bengaluru, Karnataka, India",ChIJbU60yXAWrjsR4E9-UejD3_g,Bangalore,12.9715987,77.5945627,1,,OK,"locality,political"
687,APPROXIMATE,"Delaware, USA",ChIJO9YMTXYFx4kReOgEjBItHZQ,"Delaware & Raritan Canal State Park, Franklin Township, NJ",38.9108325,-75.5276699,1,,OK,"administrative_area_level_1,political"
688,ROOFTOP,"5530 Killingsworth Lane, Pflugerville, TX 78660, USA",ChIJN4WfWgjGRIYRkKx7kyuoOHk,Right outside school,30.3962165,-97.5978716,1,78660,OK,"establishment,point_of_interest,school"
689,APPROXIMATE,"Nan, Thailand",ChIJu20dDgmOJzERwJWGOLGCgAs,,18.7756318,100.7730417,1,,OK,"administrative_area_level_1,political"
690,ROOFTOP,"4052 Washington St, Weirton, WV 26062, USA",ChIJrXpR5F0wNIgRQVvNLJz5O9M,West Virginia at Gumby's Beer and Cigarette World,40.3923078,-80.5943237,1,26062,OK,"establishment,point_of_interest,store"
